Position,Win Probability,Average Score,1,2,3,4,5,6,7,8,9,10,11,12
2 6 8 9 10,0.00759697,26.75,N/A,2,N/A,N/A,N/A,6,N/A,8,9,10,2 9,2 10
1 2 6 8 9 10 11,0.00453598,32.5556,N/A,2,1 2,N/A,N/A,6,1 6,8,9,10,11,2 10
2 6 8 9 10 12,0.000972444,38.2222,N/A,2,N/A,N/A,N/A,6,N/A,8,9,10,2 9,12
1 2 6 8 9 10 11 12,0.000664401,44.2778,N/A,2,1 2,N/A,N/A,6,1 6,8,9,10,11,12
2 7 8 9 10 11,0.00197664,37.1944,N/A,2,N/A,N/A,N/A,N/A,7,8,9,10,11,2 10
2 7 8 9 10 11 12,0.000296364,48.8333,N/A,2,N/A,N/A,N/A,N/A,7,8,9,10,11,12
1 2 6 7,0.105153,8.16667,N/A,2,1 2,N/A,N/A,6,7,2 6,2 7,1 2 7,N/A,N/A
1 2 6 7 12,0.00911875,19.1667,N/A,2,1 2,N/A,N/A,6,7,2 6,2 7,1 2 7,N/A,12
2 6 7,0.0810185,9.44444,N/A,2,N/A,N/A,N/A,6,7,2 6,2 7,N/A,N/A,N/A
1 2 6 7 11,0.0250962,16.5833,N/A,2,1 2,N/A,N/A,6,7,2 6,2 7,1 2 7,11,1 11
2 6 7 12,0.00685871,20.8056,N/A,2,N/A,N/A,N/A,6,7,2 6,2 7,N/A,N/A,12
1 2 6 7 11 12,0.0024925,27.7778,N/A,2,1 2,N/A,N/A,6,7,2 6,2 7,1 2 7,11,12
1 2 6 7 10,0.0432813,14.4722,N/A,2,1 2,N/A,N/A,6,7,2 6,2 7,10,1 10,2 10
1 2 6 7 10 12,0.00465325,25.9167,N/A,2,1 2,N/A,N/A,6,7,2 6,2 7,10,1 10,12
2 6 7 11,0.0137174,18.9167,N/A,2,N/A,N/A,N/A,6,7,2 6,2 7,N/A,11,N/A
2 6 7 11 12,0.00154797,30.0278,N/A,2,N/A,N/A,N/A,6,7,2 6,2 7,N/A,11,12
2 6 7 10,0.0244342,16.9722,N/A,2,N/A,N/A,N/A,6,7,2 6,2 7,10,N/A,2 10
1 2 6 7 10 11,0.0103734,24.1944,N/A,2,1 2,N/A,N/A,6,7,2 6,2 7,10,11,1 11
2 6 7 10 12,0.00253629,28.4167,N/A,2,N/A,N/A,N/A,6,7,2 6,2 7,10,N/A,12
1 2 6 7 10 11 12,0.00126808,35.8056,N/A,2,1 2,N/A,N/A,6,7,2 6,2 7,10,11,12
1 2 6 7 9,0.0563653,13.1944,N/A,2,1 2,N/A,N/A,6,7,2 6,9,1 9,2 9,1 2 9
1 2 6 7 9 12,0.00624243,24.4167,N/A,2,1 2,N/A,N/A,6,7,2 6,9,1 9,2 9,12
2 6 7 9,0.0300069,16.4444,N/A,2,N/A,N/A,N/A,6,7,2 6,9,N/A,2 9,N/A
1 2 6 7 9 11,0.0142448,22.4444,N/A,2,1 2,N/A,N/A,6,7,2 6,9,1 9,11,1 11
2 6 7 9 12,0.00338173,27.2778,N/A,2,N/A,N/A,N/A,6,7,2 6,9,N/A,2 9,12
1 2 6 7 9 11 12,0.00180079,33.8889,N/A,2,1 2,N/A,N/A,6,7,2 6,9,1 9,11,12
2 6 7 10 11,0.00550126,25.8889,N/A,2,N/A,N/A,N/A,6,7,2 6,2 7,10,11,2 10
2 6 7 10 11 12,0.000714449,37.5833,N/A,2,N/A,N/A,N/A,6,7,2 6,2 7,10,11,12
1 2 6 7 9 10,0.022604,21.0278,N/A,2,1 2,N/A,N/A,6,7,2 6,9,10,1 10,2 10
1 2 6 7 9 10 12,0.00296992,32.4167,N/A,2,1 2,N/A,N/A,6,7,2 6,9,10,1 10,12
2 6 7 9 11,0.00590611,26.7778,N/A,2,N/A,N/A,N/A,6,7,2 6,9,N/A,11,N/A
2 6 7 9 11 12,0.000833524,37.6667,N/A,2,N/A,N/A,N/A,6,7,2 6,9,N/A,11,12
2 6 7 9 10,0.0118599,23.1389,N/A,2,N/A,N/A,N/A,6,7,2 6,9,10,2 9,2 10
1 2 6 7 9 10 11,0.00629105,30.9167,N/A,2,1 2,N/A,N/A,6,7,2 6,9,10,11,1 11
2 6 7 9 10 12,0.00154797,34.5278,N/A,2,N/A,N/A,N/A,6,7,2 6,9,10,2 9,12
1 2 6 7 9 10 11 12,0.000923326,42.3056,N/A,2,1 2,N/A,N/A,6,7,2 6,9,10,11,12
2 6 8 9 10 11,0.00184566,36.8056,N/A,2,N/A,N/A,N/A,6,N/A,8,9,10,11,2 10
2 6 8 9 10 11 12,0.000280046,48.5833,N/A,2,N/A,N/A,N/A,6,N/A,8,9,10,11,12
1 2 6 7 8,0.061058,12.7778,N/A,2,1 2,N/A,N/A,6,7,8,2 7,2 8,1 2 8,N/A
1 2 6 7 8 12,0.00700137,23.5278,N/A,2,1 2,N/A,N/A,6,7,8,2 7,2 8,1 2 8,12
2 6 7 8,0.0362226,14.9444,N/A,2,N/A,N/A,N/A,6,7,8,2 7,2 8,N/A,N/A
1 2 6 7 8 11,0.0172297,21.2222,N/A,2,1 2,N/A,N/A,6,7,8,2 7,2 8,11,1 11
2 6 7 8 12,0.00408427,25.8056,N/A,2,N/A,N/A,N/A,6,7,8,2 7,2 8,N/A,12
1 2 6 7 8 11 12,0.00217383,32.75,N/A,2,1 2,N/A,N/A,6,7,8,2 7,2 8,11,12
1 2 6 7 8 10,0.0270448,19.6111,N/A,2,1 2,N/A,N/A,6,7,8,2 7,10,1 10,2 10
1 2 6 7 8 10 12,0.003604,30.75,N/A,2,1 2,N/A,N/A,6,7,8,2 7,10,1 10,12
2 6 7 8 11,0.00816853,23.8611,N/A,2,N/A,N/A,N/A,6,7,8,2 7,2 8,11,N/A
2 6 7 8 11 12,0.00115106,34.9167,N/A,2,N/A,N/A,N/A,6,7,8,2 7,2 8,11,12
2 6 7 8 10,0.0124671,23.0833,N/A,2,N/A,N/A,N/A,6,7,8,2 7,10,N/A,2 10
1 2 6 7 8 10 11,0.0077564,29.1944,N/A,2,1 2,N/A,N/A,6,7,8,2 7,10,11,1 11
2 6 7 8 10 12,0.00160751,34.4167,N/A,2,N/A,N/A,N/A,6,7,8,2 7,10,N/A,12
1 2 6 7 8 10 11 12,0.0011554,40.5833,N/A,2,1 2,N/A,N/A,6,7,8,2 7,10,11,12
2 6 7 9 10 11,0.00297687,32.9444,N/A,2,N/A,N/A,N/A,6,7,2 6,9,10,11,2 10
2 6 7 9 10 11 12,0.000463069,44.5833,N/A,2,N/A,N/A,N/A,6,7,2 6,9,10,11,12
1 2 6 7 8 9,0.0339235,18.6389,N/A,2,1 2,N/A,N/A,6,7,8,9,2 8,2 9,1 2 9
1 2 6 7 8 9 12,0.00469788,29.5,N/A,2,1 2,N/A,N/A,6,7,8,9,1 9,2 9,12
2 6 7 8 9,0.017766,21.1111,N/A,2,N/A,N/A,N/A,6,7,8,9,2 8,2 9,N/A
1 2 6 7 8 9 11,0.0104335,27.7778,N/A,2,1 2,N/A,N/A,6,7,8,9,2 8,11,1 11
2 6 7 8 9 12,0.00250057,31.8333,N/A,2,N/A,N/A,N/A,6,7,8,9,2 8,2 9,12
1 2 6 7 8 9 11 12,0.00157706,38.9167,N/A,2,1 2,N/A,N/A,6,7,8,9,2 8,11,12
2 6 7 8 10 11,0.00351271,31.6944,N/A,2,N/A,N/A,N/A,6,7,8,2 7,10,11,2 10
2 6 7 8 10 11 12,0.000544106,43.2222,N/A,2,N/A,N/A,N/A,6,7,8,2 7,10,11,12
1 2 6 7 8 9 10,0.0157114,26.2222,N/A,2,1 2,N/A,N/A,6,7,8,9,10,1 10,2 10
1 2 6 7 8 9 10 12,0.00246781,37.5,N/A,2,1 2,N/A,N/A,6,7,8,9,10,1 10,12
2 6 7 8 9 11,0.00440577,31.1111,N/A,2,N/A,N/A,N/A,6,7,8,9,2 8,11,N/A
2 6 7 8 9 11 12,0.00074532,41.5278,N/A,2,N/A,N/A,N/A,6,7,8,9,2 8,11,12
2 6 7 8 9 10,0.00762079,28.8889,N/A,2,N/A,N/A,N/A,6,7,8,9,10,2 9,2 10
1 2 6 7 8 9 10 11,0.00510172,35.8889,N/A,2,1 2,N/A,N/A,6,7,8,9,10,11,1 11
2 6 7 8 9 10 12,0.00118744,40.0556,N/A,2,N/A,N/A,N/A,6,7,8,9,10,2 9,12
1 2 6 7 8 9 10 11 12,0.000878521,47.2778,N/A,2,1 2,N/A,N/A,6,7,8,9,10,11,12
1 2 5,0.187757,3.58333,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,N/A,N/A,N/A,N/A
1 2 5 12,0.0110168,14.8889,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,N/A,N/A,N/A,12
2 5,0.17284,5.08333,N/A,2,N/A,N/A,5,N/A,2 5,N/A,N/A,N/A,N/A,N/A
1 2 5 11,0.0318073,12.9722,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,N/A,N/A,11,1 11
2 5 12,0.00977366,16.5,N/A,2,N/A,N/A,5,N/A,2 5,N/A,N/A,N/A,N/A,12
1 2 5 11 12,0.00234816,24.3056,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,N/A,N/A,11,12
1 2 5 10,0.0613426,10.4444,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,N/A,10,1 10,2 10
1 2 5 10 12,0.00492255,21.9167,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,N/A,10,1 10,12
2 5 11,0.0195473,15.1667,N/A,2,N/A,N/A,5,N/A,2 5,N/A,N/A,N/A,11,N/A
2 5 11 12,0.00165752,26.4167,N/A,2,N/A,N/A,5,N/A,2 5,N/A,N/A,N/A,11,12
2 5 10,0.0354938,13.4167,N/A,2,N/A,N/A,5,N/A,2 5,N/A,N/A,10,N/A,2 10
1 2 5 10 11,0.0111597,20.5278,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,N/A,10,11,1 11
2 5 10 12,0.00274348,25.0556,N/A,2,N/A,N/A,5,N/A,2 5,N/A,N/A,10,N/A,12
1 2 5 10 11 12,0.0010812,31.9722,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,N/A,10,11,12
1 2 5 9,0.0970508,8.05556,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,9,1 9,2 9,1 2 9
1 2 5 9 12,0.00806851,19.0556,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,9,1 9,2 9,12
2 5 9,0.0514403,11.8889,N/A,2,N/A,N/A,5,N/A,2 5,N/A,9,N/A,2 9,N/A
1 2 5 9 11,0.018509,17.6667,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,9,1 9,11,1 11
2 5 9 12,0.00434385,22.9444,N/A,2,N/A,N/A,5,N/A,2 5,N/A,9,N/A,2 9,12
1 2 5 9 11 12,0.00187133,29,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,9,1 9,11,12
2 5 10 11,0.00600137,23.1667,N/A,2,N/A,N/A,5,N/A,2 5,N/A,N/A,10,11,2 10
2 5 10 11 12,0.000619189,34.8056,N/A,2,N/A,N/A,5,N/A,2 5,N/A,N/A,10,11,12
1 2 5 9 10,0.030326,15.8889,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,9,10,1 10,2 10
1 2 5 9 10 12,0.00320576,27.2222,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,9,10,1 10,12
2 5 9 11,0.00765889,22.3611,N/A,2,N/A,N/A,5,N/A,2 5,N/A,9,N/A,11,N/A
2 5 9 11 12,0.000863689,33.4167,N/A,2,N/A,N/A,5,N/A,2 5,N/A,9,N/A,11,12
2 5 9 10,0.0150892,19.3611,N/A,2,N/A,N/A,5,N/A,2 5,N/A,9,10,2 9,2 10
1 2 5 9 10 11,0.00678303,25.8889,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,9,10,11,1 11
2 5 9 10 12,0.00158131,31.0833,N/A,2,N/A,N/A,5,N/A,2 5,N/A,9,10,2 9,12
1 2 5 9 10 11 12,0.000830745,37.4722,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,9,10,11,12
1 2 5 8,0.113469,6.75,N/A,2,1 2,N/A,5,1 5,2 5,8,1 8,2 8,1 2 8,N/A
1 2 5 8 12,0.00975699,17.7222,N/A,2,1 2,N/A,5,1 5,2 5,8,1 8,2 8,1 2 8,12
2 5 8,0.0673868,10.1667,N/A,2,N/A,N/A,5,N/A,2 5,8,N/A,2 8,N/A,N/A
1 2 5 8 11,0.0241722,15.8333,N/A,2,1 2,N/A,5,1 5,2 5,8,1 8,2 8,11,1 11
2 5 8 12,0.00568701,21.4722,N/A,2,N/A,N/A,5,N/A,2 5,8,N/A,2 8,N/A,12
1 2 5 8 11 12,0.00244077,27.3333,N/A,2,1 2,N/A,5,1 5,2 5,8,1 8,2 8,11,12
1 2 5 8 10,0.0399806,14.1667,N/A,2,1 2,N/A,5,1 5,2 5,8,1 8,10,1 10,2 10
1 2 5 8 10 12,0.00424184,25.5278,N/A,2,1 2,N/A,5,1 5,2 5,8,1 8,10,1 10,12
2 5 8 11,0.011374,19.9444,N/A,2,N/A,N/A,5,N/A,2 5,8,N/A,2 8,11,N/A
2 5 8 11 12,0.00127966,31.0278,N/A,2,N/A,N/A,5,N/A,2 5,8,N/A,2 8,11,12
2 5 8 10,0.0173182,18.9444,N/A,2,N/A,N/A,5,N/A,2 5,8,N/A,10,N/A,2 10
1 2 5 8 10 11,0.00922711,23.6667,N/A,2,1 2,N/A,5,1 5,2 5,8,1 8,10,11,1 11
2 5 8 10 12,0.00180517,30.6389,N/A,2,N/A,N/A,5,N/A,2 5,8,N/A,10,N/A,12
1 2 5 8 10 11 12,0.00113997,35.1111,N/A,2,1 2,N/A,5,1 5,2 5,8,1 8,10,11,12
2 5 9 10 11,0.00304832,29.9167,N/A,2,N/A,N/A,5,N/A,2 5,N/A,9,10,11,2 10
2 5 9 10 11 12,0.000396916,41.4167,N/A,2,N/A,N/A,5,N/A,2 5,N/A,9,10,11,12
1 2 5 8 9,0.0540171,12.75,N/A,2,1 2,N/A,5,1 5,2 5,8,9,1 9,2 9,1 2 9
1 2 5 8 9 12,0.00600203,23.5833,N/A,2,1 2,N/A,5,1 5,2 5,8,9,1 9,2 9,12
2 5 8 9,0.0278921,15.9167,N/A,2,N/A,N/A,5,N/A,2 5,8,9,2 8,2 9,N/A
1 2 5 8 9 11,0.0134107,21.9167,N/A,2,1 2,N/A,5,1 5,2 5,8,9,1 9,11,1 11
2 5 8 9 12,0.00313087,26.6944,N/A,2,N/A,N/A,5,N/A,2 5,8,9,2 8,2 9,12
1 2 5 8 9 11 12,0.00169664,33.4722,N/A,2,1 2,N/A,5,1 5,2 5,8,9,1 9,11,12
2 5 8 10 11,0.00389613,28.2222,N/A,2,N/A,N/A,5,N/A,2 5,8,N/A,10,11,2 10
2 5 8 10 11 12,0.000508053,39.9167,N/A,2,N/A,N/A,5,N/A,2 5,8,N/A,10,11,12
1 2 5 8 9 10,0.0206608,20.3611,N/A,2,1 2,N/A,5,1 5,2 5,8,9,10,1 10,2 10
1 2 5 8 9 10 12,0.00272902,31.8611,N/A,2,1 2,N/A,5,1 5,2 5,8,9,10,1 10,12
2 5 8 9 11,0.00569019,26.0833,N/A,2,N/A,N/A,5,N/A,2 5,8,9,2 8,11,N/A
2 5 8 9 11 12,0.000799124,36.9167,N/A,2,N/A,N/A,5,N/A,2 5,8,9,2 8,11,12
2 5 8 9 10,0.00950693,24,N/A,2,N/A,N/A,5,N/A,2 5,8,9,10,2 9,2 10
1 2 5 8 9 10 11,0.00567259,29.8889,N/A,2,1 2,N/A,5,1 5,2 5,8,9,10,11,1 11
2 5 8 9 10 12,0.00125425,35.5833,N/A,2,N/A,N/A,5,N/A,2 5,8,9,10,2 9,12
1 2 5 8 9 10 11 12,0.000837652,41.5833,N/A,2,1 2,N/A,5,1 5,2 5,8,9,10,11,12
1 2 5 7,0.120885,6.19444,N/A,2,1 2,N/A,5,1 5,7,1 7,2 7,1 2 7,N/A,5 7
1 2 5 7 12,0.0102988,17.3611,N/A,2,1 2,N/A,5,1 5,7,1 7,2 7,1 2 7,N/A,12
2 5 7,0.0570988,10,N/A,2,N/A,N/A,5,N/A,7,N/A,2 7,N/A,N/A,5 7
1 2 5 7 11,0.025463,14.8889,N/A,2,1 2,N/A,5,1 5,7,1 7,2 7,1 2 7,11,1 11
2 5 7 12,0.00477966,21.6389,N/A,2,N/A,N/A,5,N/A,7,N/A,2 7,N/A,N/A,12
1 2 5 7 11 12,0.00263314,26.0833,N/A,2,1 2,N/A,5,1 5,7,1 7,2 7,1 2 7,11,12
1 2 5 7 10,0.0453961,12.8056,N/A,2,1 2,N/A,5,1 5,7,1 7,2 7,10,1 10,2 10
1 2 5 7 10 12,0.00475764,24.1389,N/A,2,1 2,N/A,5,1 5,7,1 7,2 7,10,1 10,12
2 5 7 11,0.00968793,19.75,N/A,2,N/A,N/A,5,N/A,7,N/A,2 7,N/A,11,5 7
2 5 7 11 12,0.0010812,31.2778,N/A,2,N/A,N/A,5,N/A,7,N/A,2 7,N/A,11,12
2 5 7 10,0.0182613,18.0833,N/A,2,N/A,N/A,5,N/A,7,N/A,2 7,10,N/A,2 10
1 2 5 7 10 11,0.0105215,22.3611,N/A,2,1 2,N/A,5,1 5,7,1 7,2 7,10,11,1 11
2 5 7 10 12,0.00181113,29.7778,N/A,2,N/A,N/A,5,N/A,7,N/A,2 7,10,N/A,12
1 2 5 7 10 11 12,0.00130999,33.7222,N/A,2,1 2,N/A,5,1 5,7,1 7,2 7,10,11,12
1 2 5 7 9,0.0617856,11.4167,N/A,2,1 2,N/A,5,1 5,7,1 7,9,1 9,2 9,1 2 9
1 2 5 7 9 12,0.00676385,22.3611,N/A,2,1 2,N/A,5,1 5,7,1 7,9,1 9,2 9,12
2 5 7 9,0.0245199,17.1944,N/A,2,N/A,N/A,5,N/A,7,N/A,9,N/A,2 9,5 7
1 2 5 7 9 11,0.0141564,20.8611,N/A,2,1 2,N/A,5,1 5,7,1 7,9,1 9,11,1 11
2 5 7 9 12,0.00251962,28.6944,N/A,2,N/A,N/A,5,N/A,7,N/A,9,N/A,2 9,12
1 2 5 7 9 11 12,0.0018321,32.2778,N/A,2,1 2,N/A,5,1 5,7,1 7,9,1 9,11,12
2 5 7 10 11,0.00407236,27.5,N/A,2,N/A,N/A,5,N/A,7,N/A,2 7,10,11,2 10
2 5 7 10 11 12,0.000509839,39.0556,N/A,2,N/A,N/A,5,N/A,7,N/A,2 7,10,11,12
1 2 5 7 9 10,0.0248186,18.4167,N/A,2,1 2,N/A,5,1 5,7,1 7,9,10,2 9,2 10
1 2 5 7 9 10 12,0.00318768,29.9722,N/A,2,1 2,N/A,5,1 5,7,1 7,9,10,2 9,12
2 5 7 9 11,0.00441053,27.7778,N/A,2,N/A,N/A,5,N/A,7,N/A,9,N/A,11,5 7
2 5 7 9 11 12,0.000593787,39.3056,N/A,2,N/A,N/A,5,N/A,7,N/A,9,N/A,11,12
2 5 7 9 10,0.00934499,24.8889,N/A,2,N/A,N/A,5,N/A,7,N/A,9,10,2 9,2 10
1 2 5 7 9 10 11,0.00653628,28.1389,N/A,2,1 2,N/A,5,1 5,7,1 7,9,10,11,2 10
2 5 7 9 10 12,0.00115066,36.4167,N/A,2,N/A,N/A,5,N/A,7,N/A,9,10,2 9,12
1 2 5 7 9 10 11 12,0.000971294,39.8056,N/A,2,1 2,N/A,5,1 5,7,1 7,9,10,11,12
2 5 8 9 10 11,0.00242913,34.0833,N/A,2,N/A,N/A,5,N/A,2 5,8,9,10,11,2 10
2 5 8 9 10 11 12,0.000382804,45.3889,N/A,2,N/A,N/A,5,N/A,2 5,8,9,10,11,12
1 2 5 7 8,0.0765246,9.80556,N/A,2,1 2,N/A,5,1 5,7,8,2 7,2 8,1 2 8,5 7
1 2 5 7 8 12,0.00834397,20.8889,N/A,2,1 2,N/A,5,1 5,7,8,2 7,2 8,1 2 8,12
2 5 7 8,0.0381087,14.0833,N/A,2,N/A,N/A,5,N/A,7,8,2 7,2 8,N/A,5 7
1 2 5 7 8 11,0.0198934,18.5833,N/A,2,1 2,N/A,5,1 5,7,8,2 7,2 8,11,1 11
2 5 7 8 12,0.00392471,25.5278,N/A,2,N/A,N/A,5,N/A,7,8,2 7,2 8,N/A,12
1 2 5 7 8 11 12,0.0025159,30.0833,N/A,2,1 2,N/A,5,1 5,7,8,2 7,2 8,11,12
1 2 5 7 8 10,0.0314679,16.9444,N/A,2,1 2,N/A,5,1 5,7,8,2 7,10,1 10,2 10
1 2 5 7 8 10 12,0.00409073,28.1667,N/A,2,1 2,N/A,5,1 5,7,8,2 7,10,1 10,12
2 5 7 8 11,0.00830666,23.1667,N/A,2,N/A,N/A,5,N/A,7,8,2 7,2 8,11,5 7
2 5 7 8 11 12,0.00109271,34.7222,N/A,2,N/A,N/A,5,N/A,7,8,2 7,2 8,11,12
2 5 7 8 10,0.0121099,22.7222,N/A,2,N/A,N/A,5,N/A,7,8,2 7,10,N/A,2 10
1 2 5 7 8 10 11,0.00878375,26.1944,N/A,2,1 2,N/A,5,1 5,7,8,2 7,10,11,1 11
2 5 7 8 10 12,0.00151572,34.25,N/A,2,N/A,N/A,5,N/A,7,8,2 7,10,N/A,12
1 2 5 7 8 10 11 12,0.00131273,37.7778,N/A,2,1 2,N/A,5,1 5,7,8,2 7,10,11,12
2 5 7 9 10 11,0.00223464,34.9722,N/A,2,N/A,N/A,5,N/A,7,N/A,9,10,11,2 10
2 5 7 9 10 11 12,0.000333343,46.8611,N/A,2,N/A,N/A,5,N/A,7,N/A,9,10,11,12
1 2 5 7 8 9,0.0418679,15.4444,N/A,2,1 2,N/A,5,1 5,7,8,9,2 8,2 9,5 7
1 2 5 7 8 9 12,0.00561072,26.3056,N/A,2,1 2,N/A,5,1 5,7,8,9,2 8,2 9,12
2 5 7 8 9,0.0190424,20.1944,N/A,2,N/A,N/A,5,N/A,7,8,9,2 8,2 9,5 7
1 2 5 7 8 9 11,0.0120884,24.4722,N/A,2,1 2,N/A,5,1 5,7,8,9,2 8,11,1 11
2 5 7 8 9 12,0.00241563,31.4722,N/A,2,N/A,N/A,5,N/A,7,8,9,2 8,2 9,12
1 2 5 7 8 9 11 12,0.00183169,35.8056,N/A,2,1 2,N/A,5,1 5,7,8,9,2 8,11,12
2 5 7 8 10 11,0.00336426,31.5556,N/A,2,N/A,N/A,5,N/A,7,8,2 7,10,11,2 10
2 5 7 8 10 11 12,0.000509706,43,N/A,2,N/A,N/A,5,N/A,7,8,2 7,10,11,12
1 2 5 7 8 9 10,0.0187902,22.6944,N/A,2,1 2,N/A,5,1 5,7,8,9,10,2 9,2 10
1 2 5 7 8 9 10 12,0.00289543,33.9167,N/A,2,1 2,N/A,5,1 5,7,8,9,10,2 9,12
2 5 7 8 9 11,0.00456612,30.3611,N/A,2,N/A,N/A,5,N/A,7,8,9,2 8,11,5 7
2 5 7 8 9 11 12,0.000715993,41.4444,N/A,2,N/A,N/A,5,N/A,7,8,9,2 8,11,12
2 5 7 8 9 10,0.00749536,28.5556,N/A,2,N/A,N/A,5,N/A,7,8,9,10,2 9,5 7
1 2 5 7 8 9 10 11,0.00592524,32.2222,N/A,2,1 2,N/A,5,1 5,7,8,9,10,11,1 11
2 5 7 8 9 10 12,0.00112374,40,N/A,2,N/A,N/A,5,N/A,7,8,9,10,2 9,12
1 2 5 7 8 9 10 11 12,0.00102545,43.3611,N/A,2,1 2,N/A,5,1 5,7,8,9,10,11,12
2 6 7 8 9 10 11,0.00227565,38.3889,N/A,2,N/A,N/A,N/A,6,7,8,9,10,11,2 10
2 6 7 8 9 10 11 12,0.00041033,49.8889,N/A,2,N/A,N/A,N/A,6,7,8,9,10,11,12
1 2 5 6,0.121378,5.63889,N/A,2,1 2,N/A,5,6,2 5,2 6,1 2 6,N/A,5 6,1 5 6
1 2 5 6 12,0.0103071,16.9167,N/A,2,1 2,N/A,5,6,2 5,2 6,1 2 6,N/A,5 6,12
2 5 6,0.0828189,7.61111,N/A,2,N/A,N/A,5,6,2 5,2 6,N/A,N/A,5 6,N/A
1 2 5 6 11,0.0269014,15.1111,N/A,2,1 2,N/A,5,6,2 5,2 6,1 2 6,N/A,11,1 11
2 5 6 12,0.00697302,18.6667,N/A,2,N/A,N/A,5,6,2 5,2 6,N/A,N/A,5 6,12
1 2 5 6 11 12,0.00266265,26.6389,N/A,2,1 2,N/A,5,6,2 5,2 6,1 2 6,N/A,11,12
1 2 5 6 10,0.0492184,11.9722,N/A,2,1 2,N/A,5,6,2 5,2 6,1 2 6,10,1 10,2 10
1 2 5 6 10 12,0.00523195,23.1667,N/A,2,1 2,N/A,5,6,2 5,2 6,1 2 6,10,1 10,12
2 5 6 11,0.0136888,17.7778,N/A,2,N/A,N/A,5,6,2 5,2 6,N/A,N/A,11,N/A
2 5 6 11 12,0.00153686,28.8611,N/A,2,N/A,N/A,5,6,2 5,2 6,N/A,N/A,11,12
2 5 6 10,0.0265775,15.0833,N/A,2,N/A,N/A,5,6,2 5,2 6,N/A,10,5 6,2 10
1 2 5 6 10 11,0.0114232,21.6667,N/A,2,1 2,N/A,5,6,2 5,2 6,1 2 6,10,11,1 11
2 5 6 10 12,0.00261965,26.4167,N/A,2,N/A,N/A,5,6,2 5,2 6,N/A,10,5 6,12
1 2 5 6 10 11 12,0.00139993,33.1667,N/A,2,1 2,N/A,5,6,2 5,2 6,1 2 6,10,11,12
1 2 5 6 9,0.0714782,10.3889,N/A,2,1 2,N/A,5,6,2 5,2 6,9,1 9,2 9,1 2 9
1 2 5 6 9 12,0.00769409,21.2778,N/A,2,1 2,N/A,5,6,2 5,2 6,9,1 9,2 9,12
2 5 6 9,0.0357796,13.6944,N/A,2,N/A,N/A,5,6,2 5,2 6,9,N/A,2 9,N/A
1 2 5 6 9 11,0.0175474,19.5,N/A,2,1 2,N/A,5,6,2 5,2 6,9,1 9,11,1 11
2 5 6 9 12,0.00392153,24.5833,N/A,2,N/A,N/A,5,6,2 5,2 6,9,N/A,2 9,12
1 2 5 6 9 11 12,0.00220015,30.5833,N/A,2,1 2,N/A,5,6,2 5,2 6,9,1 9,11,12
2 5 6 10 11,0.00543934,24.9722,N/A,2,N/A,N/A,5,6,2 5,2 6,N/A,10,11,2 10
2 5 6 10 11 12,0.000700954,36.1944,N/A,2,N/A,N/A,5,6,2 5,2 6,N/A,10,11,12
1 2 5 6 9 10,0.0277819,17.5833,N/A,2,1 2,N/A,5,6,2 5,2 6,9,10,1 10,2 10
1 2 5 6 9 10 12,0.00363369,28.8611,N/A,2,1 2,N/A,5,6,2 5,2 6,9,10,1 10,12
2 5 6 9 11,0.00687141,23.9167,N/A,2,N/A,N/A,5,6,2 5,2 6,9,N/A,11,N/A
2 5 6 9 11 12,0.00095842,34.7222,N/A,2,N/A,N/A,5,6,2 5,2 6,9,N/A,11,12
2 5 6 9 10,0.0135936,20.3889,N/A,2,N/A,N/A,5,6,2 5,2 6,9,10,2 9,2 10
1 2 5 6 9 10 11,0.00764672,27.1667,N/A,2,1 2,N/A,5,6,2 5,2 6,9,10,11,1 11
2 5 6 9 10 12,0.00173849,31.6111,N/A,2,N/A,N/A,5,6,2 5,2 6,9,10,2 9,12
1 2 5 6 9 10 11 12,0.001127,38.8333,N/A,2,1 2,N/A,5,6,2 5,2 6,9,10,11,12
1 2 5 6 8,0.0853219,8.72222,N/A,2,1 2,N/A,5,6,2 5,8,1 8,2 8,5 6,1 5 6
1 2 5 6 8 12,0.0091687,19.8889,N/A,2,1 2,N/A,5,6,2 5,8,1 8,2 8,5 6,12
2 5 6 8,0.0454104,12.8056,N/A,2,N/A,N/A,5,6,2 5,8,N/A,2 8,5 6,N/A
