Position,Win Probability,Average Score,1,2,3,4,5,6,7,8,9,10,11,12
|   | 2 | 3 |   | 5 | 6 | 7 |   |   | 10 |,0.0274388,17.7214,N/A,2,3,N/A,5,6,7,2 6,2 7,10,5 6,2 10
| 1 | 2 | 3 |   | 5 | 6 | 7 | 8 |   |   |,0.0878205,9.65017,N/A,2,3,1 3,5,6,7,8,1 8,2 8,3 8,1 3 8
|   | 2 | 3 |   | 5 | 6 | 7 | 8 |   |   |,0.0502744,14.4089,N/A,2,3,N/A,5,6,7,8,2 7,2 8,3 8,5 7
| 1 | 2 | 3 |   | 5 | 6 | 7 | 8 |   | 10 |,0.0423291,15.8584,N/A,2,3,1 3,5,6,7,8,1 8,10,1 10,2 10
| 1 | 2 | 3 |   | 5 | 6 | 7 | 8 | 9 |   |,0.0568121,13.9433,N/A,2,3,1 3,5,6,7,8,9,1 9,2 9,3 9
|   | 2 | 3 |   | 5 | 6 | 7 | 8 | 9 |   |,0.0293297,19.7936,N/A,2,3,N/A,5,6,7,8,9,2 8,2 9,3 9
| 1 | 2 | 3 |   | 5 | 6 | 7 | 8 | 9 | 10 |,0.0295997,20.0854,N/A,2,3,1 3,5,6,7,8,9,10,1 10,2 10
|   | 2 | 3 |   |   | 6 |   | 8 |   | 10 |,0.0183304,19.7568,N/A,2,3,N/A,2 3,6,N/A,8,3 6,10,3 8,2 10
|   | 2 | 3 |   |   | 6 |   | 8 | 9 | 10 |,0.00933686,26.5864,N/A,2,3,N/A,2 3,6,N/A,8,9,10,2 9,2 10
|   | 2 | 3 |   |   | 6 | 7 |   | 9 | 10 |,0.0136722,22.8962,N/A,2,3,N/A,2 3,6,7,2 6,9,10,2 9,2 10
|   | 2 | 3 |   |   | 6 | 7 | 8 |   | 10 |,0.0190695,20.9514,N/A,2,3,N/A,2 3,6,7,8,2 7,10,3 8,2 10
|   | 2 | 3 |   |   | 6 | 7 | 8 | 9 | 10 |,0.0111057,26.9484,N/A,2,3,N/A,2 3,6,7,8,9,10,2 9,2 10
| 1 | 2 | 3 | 4 |   |   |   |   |   |   |,0.171746,3.28181,N/A,2,3,4,1 4,2 4,3 4,1 3 4,2 3 4,1 2 3 4,N/A,N/A
|   | 2 | 3 | 4 |   |   |   |   |   |   |,0.155093,4.63812,N/A,2,3,4,2 3,2 4,3 4,N/A,2 3 4,N/A,N/A,N/A
| 1 | 2 | 3 | 4 |   |   |   |   |   | 10 |,0.0573988,9.99306,N/A,2,3,4,1 4,2 4,3 4,1 3 4,2 3 4,10,1 10,2 10
| 1 | 2 | 3 | 4 |   |   |   |   | 9 |   |,0.0875557,8.00684,N/A,2,3,4,1 4,2 4,3 4,1 3 4,9,1 9,2 9,3 9
|   | 2 | 3 | 4 |   |   |   |   | 9 |   |,0.0552555,11.1284,N/A,2,3,4,2 3,2 4,3 4,N/A,9,N/A,2 9,3 9
| 1 | 2 | 3 | 4 |   |   |   |   | 9 | 10 |,0.0305844,15.843,N/A,2,3,4,1 4,2 4,3 4,1 3 4,9,10,1 10,2 10
|   | 2 | 3 | 4 |   |   |   |   |   | 10 |,0.0396091,12.3043,N/A,2,3,4,2 3,2 4,3 4,N/A,2 3 4,10,N/A,2 10
| 1 | 2 | 3 | 4 |   |   |   | 8 |   |   |,0.121163,6.15835,N/A,2,3,4,1 4,2 4,3 4,8,1 8,2 8,3 8,4 8
|   | 2 | 3 | 4 |   |   |   | 8 |   |   |,0.102023,7.54936,N/A,2,3,4,2 3,2 4,3 4,8,2 3 4,2 8,3 8,4 8
| 1 | 2 | 3 | 4 |   |   |   | 8 |   | 10 |,0.0452609,13.2887,N/A,2,3,4,1 4,2 4,3 4,8,1 8,10,1 10,2 10
| 1 | 2 | 3 | 4 |   |   |   | 8 | 9 |   |,0.065095,11.5191,N/A,2,3,4,1 4,2 4,3 4,8,9,1 9,2 9,3 9
|   | 2 | 3 | 4 |   |   |   | 8 | 9 |   |,0.043117,13.5893,N/A,2,3,4,2 3,2 4,3 4,8,9,2 8,2 9,3 9
| 1 | 2 | 3 | 4 |   |   |   | 8 | 9 | 10 |,0.0257428,19.3495,N/A,2,3,4,1 4,2 4,3 4,8,9,10,1 10,2 10
|   | 2 | 3 | 4 |   |   |   |   | 9 | 10 |,0.0181684,18.4993,N/A,2,3,4,2 3,2 4,3 4,N/A,9,10,2 9,2 10
| 1 | 2 | 3 | 4 |   |   | 7 |   |   |   |,0.146669,4.94092,N/A,2,3,4,1 4,2 4,7,1 7,2 7,3 7,4 7,1 4 7
|   | 2 | 3 | 4 |   |   | 7 |   |   |   |,0.101723,7.72925,N/A,2,3,4,2 3,2 4,7,N/A,2 7,3 7,4 7,2 3 7
| 1 | 2 | 3 | 4 |   |   | 7 |   |   | 10 |,0.0546911,11.864,N/A,2,3,4,1 4,2 4,7,1 7,2 7,10,1 10,2 10
| 1 | 2 | 3 | 4 |   |   | 7 |   | 9 |   |,0.0781385,9.77466,N/A,2,3,4,1 4,2 4,7,1 7,9,1 9,2 9,3 9
|   | 2 | 3 | 4 |   |   | 7 |   | 9 |   |,0.0411618,14.3517,N/A,2,3,4,2 3,2 4,7,N/A,9,3 7,2 9,3 9
| 1 | 2 | 3 | 4 |   |   | 7 |   | 9 | 10 |,0.0311995,17.1043,N/A,2,3,4,1 4,2 4,7,1 7,9,10,1 10,2 10
|   | 2 | 3 | 4 |   |   | 7 |   |   | 10 |,0.0277778,16.0087,N/A,2,3,4,2 3,2 4,7,N/A,2 7,10,4 7,2 10
| 1 | 2 | 3 | 4 |   |   | 7 | 8 |   |   |,0.101481,8.02608,N/A,2,3,4,1 4,2 4,7,8,1 8,2 8,3 8,4 8
|   | 2 | 3 | 4 |   |   | 7 | 8 |   |   |,0.0681275,10.5208,N/A,2,3,4,2 3,2 4,7,8,2 7,2 8,3 8,4 8
| 1 | 2 | 3 | 4 |   |   | 7 | 8 |   | 10 |,0.0423871,14.9914,N/A,2,3,4,1 4,2 4,7,8,1 8,10,1 10,2 10
| 1 | 2 | 3 | 4 |   |   | 7 | 8 | 9 |   |,0.0597901,13.0154,N/A,2,3,4,1 4,2 4,7,8,9,1 9,2 9,3 9
|   | 2 | 3 | 4 |   |   | 7 | 8 | 9 |   |,0.034256,16.2003,N/A,2,3,4,2 3,2 4,7,8,9,2 8,2 9,3 9
| 1 | 2 | 3 | 4 |   |   | 7 | 8 | 9 | 10 |,0.0270968,20.2071,N/A,2,3,4,1 4,2 4,7,8,9,10,1 10,2 10
|   | 2 | 3 | 4 |   |   |   | 8 |   | 10 |,0.0281421,15.6587,N/A,2,3,4,2 3,2 4,3 4,8,2 3 4,10,3 8,2 10
|   | 2 | 3 | 4 |   |   |   | 8 | 9 | 10 |,0.0151467,21.303,N/A,2,3,4,2 3,2 4,3 4,8,9,10,2 9,2 10
| 1 | 2 | 3 | 4 |   | 6 |   |   |   |   |,0.156657,4.3412,N/A,2,3,4,1 4,6,1 6,2 6,3 6,4 6,1 4 6,2 4 6
|   | 2 | 3 | 4 |   | 6 |   |   |   |   |,0.129415,5.6044,N/A,2,3,4,2 3,6,3 4,2 6,3 6,4 6,2 3 6,2 4 6
| 1 | 2 | 3 | 4 |   | 6 |   |   |   | 10 |,0.0636925,10.6391,N/A,2,3,4,1 4,6,1 6,2 6,3 6,10,1 10,2 10
| 1 | 2 | 3 | 4 |   | 6 |   |   | 9 |   |,0.0881725,8.82494,N/A,2,3,4,1 4,6,1 6,2 6,9,1 9,2 9,3 9
|   | 2 | 3 | 4 |   | 6 |   |   | 9 |   |,0.0547578,11.6097,N/A,2,3,4,2 3,6,3 4,2 6,9,4 6,2 9,3 9
| 1 | 2 | 3 | 4 |   | 6 |   |   | 9 | 10 |,0.0356036,15.8578,N/A,2,3,4,1 4,6,1 6,2 6,9,10,1 10,2 10
|   | 2 | 3 | 4 |   | 6 |   |   |   | 10 |,0.0375586,13.4403,N/A,2,3,4,2 3,6,3 4,2 6,3 6,10,2 3 6,2 10
| 1 | 2 | 3 | 4 |   | 6 |   | 8 |   |   |,0.114627,6.75684,N/A,2,3,4,1 4,6,1 6,8,1 8,2 8,3 8,4 8
|   | 2 | 3 | 4 |   | 6 |   | 8 |   |   |,0.0726428,9.92292,N/A,2,3,4,2 3,6,3 4,8,3 6,2 8,3 8,4 8
| 1 | 2 | 3 | 4 |   | 6 |   | 8 |   | 10 |,0.0479095,13.5666,N/A,2,3,4,1 4,6,1 6,8,1 8,10,1 10,2 10
| 1 | 2 | 3 | 4 |   | 6 |   | 8 | 9 |   |,0.0658071,11.6904,N/A,2,3,4,1 4,6,1 6,8,9,1 9,2 9,3 9
|   | 2 | 3 | 4 |   | 6 |   | 8 | 9 |   |,0.0372825,15.4668,N/A,2,3,4,2 3,6,3 4,8,9,2 8,2 9,3 9
| 1 | 2 | 3 | 4 |   | 6 |   | 8 | 9 | 10 |,0.0296647,18.6455,N/A,2,3,4,1 4,6,1 6,8,9,10,1 10,2 10
|   | 2 | 3 | 4 |   | 6 |   |   | 9 | 10 |,0.0196485,19.1393,N/A,2,3,4,2 3,6,3 4,2 6,9,10,2 9,2 10
| 1 | 2 | 3 | 4 |   | 6 | 7 |   |   |   |,0.131089,5.60333,N/A,2,3,4,1 4,6,7,1 7,2 7,3 7,4 7,1 4 7
|   | 2 | 3 | 4 |   | 6 | 7 |   |   |   |,0.0868484,8.51355,N/A,2,3,4,2 3,6,7,2 6,2 7,3 7,4 7,2 3 7
| 1 | 2 | 3 | 4 |   | 6 | 7 |   |   | 10 |,0.0571027,12.0588,N/A,2,3,4,1 4,6,7,1 7,2 7,10,1 10,2 10
| 1 | 2 | 3 | 4 |   | 6 | 7 |   | 9 |   |,0.0788398,10.0479,N/A,2,3,4,1 4,6,7,1 7,9,1 9,2 9,3 9
|   | 2 | 3 | 4 |   | 6 | 7 |   | 9 |   |,0.0438277,14.1414,N/A,2,3,4,2 3,6,7,2 6,9,3 7,2 9,3 9
| 1 | 2 | 3 | 4 |   | 6 | 7 |   | 9 | 10 |,0.0356751,16.7393,N/A,2,3,4,1 4,6,7,1 7,9,10,1 10,2 10
|   | 2 | 3 | 4 |   | 6 | 7 |   |   | 10 |,0.0292954,16.2837,N/A,2,3,4,2 3,6,7,2 6,2 7,10,4 7,2 10
| 1 | 2 | 3 | 4 |   | 6 | 7 | 8 |   |   |,0.098473,8.39015,N/A,2,3,4,1 4,6,7,8,1 8,2 8,3 8,4 8
|   | 2 | 3 | 4 |   | 6 | 7 | 8 |   |   |,0.061953,11.7045,N/A,2,3,4,2 3,6,7,8,2 7,2 8,3 8,4 8
| 1 | 2 | 3 | 4 |   | 6 | 7 | 8 |   | 10 |,0.0466201,14.6807,N/A,2,3,4,1 4,6,7,8,1 8,10,1 10,2 10
| 1 | 2 | 3 | 4 |   | 6 | 7 | 8 | 9 |   |,0.0632621,12.7059,N/A,2,3,4,1 4,6,7,8,9,1 9,2 9,3 9
|   | 2 | 3 | 4 |   | 6 | 7 | 8 | 9 |   |,0.0344931,16.9269,N/A,2,3,4,2 3,6,7,8,9,2 8,2 9,3 9
| 1 | 2 | 3 | 4 |   | 6 | 7 | 8 | 9 | 10 |,0.0321493,19.0295,N/A,2,3,4,1 4,6,7,8,9,10,1 10,2 10
|   | 2 | 3 | 4 |   |   | 7 |   | 9 | 10 |,0.0141191,22.4799,N/A,2,3,4,2 3,2 4,7,N/A,9,10,2 9,2 10
|   | 2 | 3 | 4 |   |   | 7 | 8 |   | 10 |,0.0233719,18.2279,N/A,2,3,4,2 3,2 4,7,8,2 7,10,3 8,2 10
|   | 2 | 3 | 4 |   |   | 7 | 8 | 9 | 10 |,0.0137899,23.6617,N/A,2,3,4,2 3,2 4,7,8,9,10,2 9,2 10
| 1 | 2 | 3 | 4 | 5 |   |   |   |   |   |,0.160415,3.98423,N/A,2,3,4,5,1 5,2 5,3 5,4 5,1 4 5,2 4 5,3 4 5
|   | 2 | 3 | 4 | 5 |   |   |   |   |   |,0.130873,4.89969,N/A,2,3,4,5,2 4,2 5,3 5,4 5,2 3 5,2 4 5,3 4 5
| 1 | 2 | 3 | 4 | 5 |   |   |   |   | 10 |,0.0666021,10.1952,N/A,2,3,4,5,1 5,2 5,3 5,4 5,10,1 10,2 10
| 1 | 2 | 3 | 4 | 5 |   |   |   | 9 |   |,0.096095,8.04074,N/A,2,3,4,5,1 5,2 5,3 5,9,1 9,2 9,3 9
|   | 2 | 3 | 4 | 5 |   |   |   | 9 |   |,0.0581466,10.9009,N/A,2,3,4,5,2 4,2 5,3 5,9,2 3 5,2 9,3 9
| 1 | 2 | 3 | 4 | 5 |   |   |   | 9 | 10 |,0.0387583,15.1502,N/A,2,3,4,5,1 5,2 5,3 5,9,10,1 10,2 10
|   | 2 | 3 | 4 | 5 |   |   |   |   | 10 |,0.0385302,12.6619,N/A,2,3,4,5,2 4,2 5,3 5,4 5,10,2 4 5,2 10
| 1 | 2 | 3 | 4 | 5 |   |   | 8 |   |   |,0.121082,6.25725,N/A,2,3,4,5,1 5,2 5,8,1 8,2 8,3 8,4 8
|   | 2 | 3 | 4 | 5 |   |   | 8 |   |   |,0.0795134,8.9905,N/A,2,3,4,5,2 4,2 5,8,4 5,2 8,3 8,4 8
| 1 | 2 | 3 | 4 | 5 |   |   | 8 |   | 10 |,0.0513234,12.8351,N/A,2,3,4,5,1 5,2 5,8,1 8,10,1 10,2 10
| 1 | 2 | 3 | 4 | 5 |   |   | 8 | 9 |   |,0.0707652,11.0207,N/A,2,3,4,5,1 5,2 5,8,9,1 9,2 9,3 9
|   | 2 | 3 | 4 | 5 |   |   | 8 | 9 |   |,0.0400396,14.603,N/A,2,3,4,5,2 4,2 5,8,9,2 8,2 9,3 9
| 1 | 2 | 3 | 4 | 5 |   |   | 8 | 9 | 10 |,0.031851,17.9488,N/A,2,3,4,5,1 5,2 5,8,9,10,1 10,2 10
|   | 2 | 3 | 4 | 5 |   |   |   | 9 | 10 |,0.0207524,18.1793,N/A,2,3,4,5,2 4,2 5,3 5,9,10,2 9,2 10
| 1 | 2 | 3 | 4 | 5 |   | 7 |   |   |   |,0.136986,5.1195,N/A,2,3,4,5,1 5,7,1 7,2 7,3 7,4 7,5 7
|   | 2 | 3 | 4 | 5 |   | 7 |   |   |   |,0.0993084,7.57236,N/A,2,3,4,5,2 4,7,3 5,2 7,3 7,4 7,5 7
| 1 | 2 | 3 | 4 | 5 |   | 7 |   |   | 10 |,0.059649,11.5469,N/A,2,3,4,5,1 5,7,1 7,2 7,10,1 10,2 10
| 1 | 2 | 3 | 4 | 5 |   | 7 |   | 9 |   |,0.0828938,9.58119,N/A,2,3,4,5,1 5,7,1 7,9,1 9,2 9,3 9
|   | 2 | 3 | 4 | 5 |   | 7 |   | 9 |   |,0.0483147,13.5135,N/A,2,3,4,5,2 4,7,3 5,9,3 7,2 9,3 9
| 1 | 2 | 3 | 4 | 5 |   | 7 |   | 9 | 10 |,0.0371214,16.334,N/A,2,3,4,5,1 5,7,1 7,9,10,1 10,2 10
|   | 2 | 3 | 4 | 5 |   | 7 |   |   | 10 |,0.0335386,15.115,N/A,2,3,4,5,2 4,7,3 5,2 7,10,4 7,2 10
| 1 | 2 | 3 | 4 | 5 |   | 7 | 8 |   |   |,0.105443,7.6176,N/A,2,3,4,5,1 5,7,8,1 8,2 8,3 8,4 8
|   | 2 | 3 | 4 | 5 |   | 7 | 8 |   |   |,0.0655482,11.3318,N/A,2,3,4,5,2 4,7,8,2 7,2 8,3 8,4 8
| 1 | 2 | 3 | 4 | 5 |   | 7 | 8 |   | 10 |,0.0491516,13.9178,N/A,2,3,4,5,1 5,7,8,1 8,10,1 10,2 10
| 1 | 2 | 3 | 4 | 5 |   | 7 | 8 | 9 |   |,0.0668597,11.94,N/A,2,3,4,5,1 5,7,8,9,1 9,2 9,3 9
|   | 2 | 3 | 4 | 5 |   | 7 | 8 | 9 |   |,0.0367463,16.4011,N/A,2,3,4,5,2 4,7,8,9,2 8,2 9,3 9
| 1 | 2 | 3 | 4 | 5 |   | 7 | 8 | 9 | 10 |,0.0335225,18.2611,N/A,2,3,4,5,1 5,7,8,9,10,1 10,2 10
|   | 2 | 3 | 4 | 5 |   |   | 8 |   | 10 |,0.027023,16.6555,N/A,2,3,4,5,2 4,2 5,8,4 5,10,3 8,2 10
|   | 2 | 3 | 4 | 5 |   |   | 8 | 9 | 10 |,0.0160035,21.7335,N/A,2,3,4,5,2 4,2 5,8,9,10,2 9,2 10
| 1 | 2 | 3 | 4 | 5 | 6 |   |   |   |   |,0.146797,4.44772,N/A,2,3,4,5,6,1 6,2 6,3 6,4 6,5 6,1 5 6
|   | 2 | 3 | 4 | 5 | 6 |   |   |   |   |,0.115167,6.36961,N/A,2,3,4,5,6,2 5,2 6,3 6,4 6,5 6,2 4 6
| 1 | 2 | 3 | 4 | 5 | 6 |   |   |   | 10 |,0.0662389,10.5168,N/A,2,3,4,5,6,1 6,2 6,3 6,10,1 10,2 10
| 1 | 2 | 3 | 4 | 5 | 6 |   |   | 9 |   |,0.0914216,8.683,N/A,2,3,4,5,6,1 6,2 6,9,1 9,2 9,3 9
|   | 2 | 3 | 4 | 5 | 6 |   |   | 9 |   |,0.0572311,11.9339,N/A,2,3,4,5,6,2 5,2 6,9,4 6,2 9,3 9
| 1 | 2 | 3 | 4 | 5 | 6 |   |   | 9 | 10 |,0.0412016,15.1812,N/A,2,3,4,5,6,1 6,2 6,9,10,1 10,2 10
|   | 2 | 3 | 4 | 5 | 6 |   |   |   | 10 |,0.039541,13.598,N/A,2,3,4,5,6,2 5,2 6,3 6,10,5 6,2 10
| 1 | 2 | 3 | 4 | 5 | 6 |   | 8 |   |   |,0.11463,6.83686,N/A,2,3,4,5,6,1 6,8,1 8,2 8,3 8,4 8
|   | 2 | 3 | 4 | 5 | 6 |   | 8 |   |   |,0.0801945,9.5568,N/A,2,3,4,5,6,2 5,8,3 6,2 8,3 8,4 8
| 1 | 2 | 3 | 4 | 5 | 6 |   | 8 |   | 10 |,0.0536237,12.9631,N/A,2,3,4,5,6,1 6,8,1 8,10,1 10,2 10
| 1 | 2 | 3 | 4 | 5 | 6 |   | 8 | 9 |   |,0.0723821,11.0559,N/A,2,3,4,5,6,1 6,8,9,1 9,2 9,3 9
|   | 2 | 3 | 4 | 5 | 6 |   | 8 | 9 |   |,0.042471,14.8462,N/A,2,3,4,5,6,2 5,8,9,2 8,2 9,3 9
| 1 | 2 | 3 | 4 | 5 | 6 |   | 8 | 9 | 10 |,0.03587,17.2923,N/A,2,3,4,5,6,1 6,8,9,10,1 10,2 10
|   | 2 | 3 | 4 | 5 | 6 |   |   | 9 | 10 |,0.0220365,19.1124,N/A,2,3,4,5,6,2 5,2 6,9,10,2 9,2 10
| 1 | 2 | 3 | 4 | 5 | 6 | 7 |   |   |   |,0.131583,5.71321,N/A,2,3,4,5,6,7,1 7,2 7,3 7,4 7,5 7
|   | 2 | 3 | 4 | 5 | 6 | 7 |   |   |   |,0.0969515,8.22382,N/A,2,3,4,5,6,7,2 6,2 7,3 7,4 7,5 7
| 1 | 2 | 3 | 4 | 5 | 6 | 7 |   |   | 10 |,0.0640769,11.4917,N/A,2,3,4,5,6,7,1 7,2 7,10,1 10,2 10
| 1 | 2 | 3 | 4 | 5 | 6 | 7 |   | 9 |   |,0.0864483,9.49374,N/A,2,3,4,5,6,7,1 7,9,1 9,2 9,3 9
|   | 2 | 3 | 4 | 5 | 6 | 7 |   | 9 |   |,0.0511089,13.5218,N/A,2,3,4,5,6,7,2 6,9,3 7,2 9,3 9
| 1 | 2 | 3 | 4 | 5 | 6 | 7 |   | 9 | 10 |,0.0430472,15.5557,N/A,2,3,4,5,6,7,1 7,9,10,1 10,2 10
|   | 2 | 3 | 4 | 5 | 6 | 7 |   |   | 10 |,0.0363115,15.35,N/A,2,3,4,5,6,7,2 6,2 7,10,4 7,2 10
| 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 |   |   |,0.106031,7.81025,N/A,2,3,4,5,6,7,8,1 8,2 8,3 8,4 8
|   | 2 | 3 | 4 | 5 | 6 | 7 | 8 |   |   |,0.0683112,11.2154,N/A,2,3,4,5,6,7,8,2 7,2 8,3 8,4 8
| 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 |   | 10 |,0.0553498,13.3314,N/A,2,3,4,5,6,7,8,1 8,10,1 10,2 10
| 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 |   |,0.0731831,11.3697,N/A,2,3,4,5,6,7,8,9,1 9,2 9,3 9
|   | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 |   |,0.0414329,15.7311,N/A,2,3,4,5,6,7,8,9,2 8,2 9,3 9
| 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 |,0.0406756,16.8756,N/A,2,3,4,5,6,7,8,9,10,1 10,2 10
|   |   | 3 |   | 5 | 6 |   | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   |   | 3 | 4 |   | 6 | 7 |   | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   |   | 3 | 4 | 5 |   | 7 | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   |   | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   |   | 3 |   | 5 |   | 7 | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   |   | 3 | 4 |   | 6 | 7 | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 |   | 4 |   | 6 |   | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 |   | 4 | 5 |   | 7 | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 |   | 4 | 5 | 6 |   | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   |   | 3 | 4 |   | 6 |   | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 |   | 4 | 5 | 6 | 7 | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   |   | 3 | 4 | 5 |   | 7 |   | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 |   | 5 |   | 7 |   | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 |   | 5 |   | 7 | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 |   | 5 |   | 7 | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 |   | 5 | 6 |   | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 |   | 5 | 6 | 7 |   | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 |   | 4 | 5 |   | 7 | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 | 4 |   | 6 |   | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 | 4 |   | 6 |   | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 | 4 |   | 6 | 7 | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 | 4 |   | 6 | 7 | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   |   | 3 | 4 |   | 6 |   | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   |   | 3 |   | 5 | 6 |   | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 |   | 4 |   | 6 | 7 |   | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 |   | 4 |   | 6 |   | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 | 4 | 5 |   | 7 |   | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 |   | 5 | 6 | 7 | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 | 4 |   | 6 | 7 |   | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   |   | 3 | 4 |   | 6 | 7 | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 |   | 4 | 5 | 6 | 7 |   | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 |   | 4 |   | 6 | 7 | 8 | 9 | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 |   | 5 | 6 |   | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 |   | 4 | 5 | 6 | 7 | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 | 4 | 5 | 6 |   | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   |   | 3 |   | 5 | 6 | 7 | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   |   | 3 | 4 | 5 |   | 7 | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   |   | 3 |   | 5 |   | 7 | 8 |   | 10 |,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
